einzelplan,einzelplan-text,einnahmen-ausgaben,einnahmen-ausgaben-art,kapitel,kapitel-text,titel,funktion,titel-text,flex,seite,soll,titelgruppe,tgr-text,Funktion 1,Funktion 2,Funktion 3,Gruppe 1,Gruppe 2,Gruppe 3,date
60,Allgemeine Finanzverwaltung,Ausgaben,,6067,Sonstige Versorgungsausgaben,63221,18,Beteiligung an den Versorgungslasten der Länder sowie Zuschüsse und Zulagen an die Länder,nein,88,36000,2,Versorgung von verdrängten Angehörigen des öffentlichen Dienstes und von Angehörigen aufgelöster Dienststellen sowie ihrer Hinterbliebenen,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,"Versorgung einschließlich Beihilfen für Versorgungsempfängerinnen und Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138",Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,Sonstige (zweckgebundene) Zuweisungen an öffentlichen Bereich,Sonstige Zuweisungen an Länder,2017
60,Allgemeine Finanzverwaltung,Ausgaben,,6067,Sonstige Versorgungsausgaben,63321,18,Beteiligung an den Versorgungslasten der Gemeinden und Gemeindeverbände sowie Zuschüsse und Zulagen an die Gemeinden und Gemeindeverbände,nein,88,3200,2,Versorgung von verdrängten Angehörigen des öffentlichen Dienstes und von Angehörigen aufgelöster Dienststellen sowie ihrer Hinterbliebenen,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,"Versorgung einschließlich Beihilfen für Versorgungsempfängerinnen und Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138",Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,Sonstige (zweckgebundene) Zuweisungen an öffentlichen Bereich,Sonstige Zuweisungen an Gemeinden und Gemeindeverbände,2017
60,Allgemeine Finanzverwaltung,Ausgaben,,6067,Sonstige Versorgungsausgaben,63621,18,Beteiligung an den Versorgungslasten der Sozialversicherungsträger und der Bundesagentur für Arbeit sowie Zuschüsse und Zulagen an die Sozialversicherungsträger und die Bundesagentur für Arbeit,nein,89,540,2,Versorgung von verdrängten Angehörigen des öffentlichen Dienstes und von Angehörigen aufgelöster Dienststellen sowie ihrer Hinterbliebenen,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,"Versorgung einschließlich Beihilfen für Versorgungsempfängerinnen und Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138",Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,Sonstige (zweckgebundene) Zuweisungen an öffentlichen Bereich,Sonstige Zuweisungen an Sozialversicherungsträger sowie an die Bundesanstalt für Arbeit,2017
60,Allgemeine Finanzverwaltung,Ausgaben,,6067,Sonstige Versorgungsausgaben,63622,18,Nachversicherungen,nein,89,9000,2,Versorgung von verdrängten Angehörigen des öffentlichen Dienstes und von Angehörigen aufgelöster Dienststellen sowie ihrer Hinterbliebenen,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,"Versorgung einschließlich Beihilfen für Versorgungsempfängerinnen und Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138",Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,Sonstige (zweckgebundene) Zuweisungen an öffentlichen Bereich,Sonstige Zuweisungen an Sozialversicherungsträger sowie an die Bundesanstalt für Arbeit,2017
60,Allgemeine Finanzverwaltung,Ausgaben,,6067,Sonstige Versorgungsausgaben,63623,18,Erstattungen an Rentenversicherungsträger für Aufwendungen gemäß § 290 a des Sechsten Buches Sozialgesetzbuch (SGB VI),nein,89,32000,2,Versorgung von verdrängten Angehörigen des öffentlichen Dienstes und von Angehörigen aufgelöster Dienststellen sowie ihrer Hinterbliebenen,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,"Versorgung einschließlich Beihilfen für Versorgungsempfängerinnen und Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138",Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,Sonstige (zweckgebundene) Zuweisungen an öffentlichen Bereich,Sonstige Zuweisungen an Sozialversicherungsträger sowie an die Bundesanstalt für Arbeit,2017
60,Allgemeine Finanzverwaltung,Ausgaben,,6067,Sonstige Versorgungsausgaben,63721,18,Beteiligung an den Versorgungslasten der Zweckverbände sowie Zuschüsse und Zulagen an die Zweckverbände,nein,89,300,2,Versorgung von verdrängten Angehörigen des öffentlichen Dienstes und von Angehörigen aufgelöster Dienststellen sowie ihrer Hinterbliebenen,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,"Versorgung einschließlich Beihilfen für Versorgungsempfängerinnen und Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138",Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,Sonstige (zweckgebundene) Zuweisungen an öffentlichen Bereich,Sonstige Zuweisungen an Zweckverbände,2017
60,Allgemeine Finanzverwaltung,Ausgaben,,6067,Sonstige Versorgungsausgaben,67121,18,Beteiligung an den Versorgungslasten der sonstigen Bereiche sowie Zuschüsse und Zulagen an sonstige Bereiche,nein,89,1600,2,Versorgung von verdrängten Angehörigen des öffentlichen Dienstes und von Angehörigen aufgelöster Dienststellen sowie ihrer Hinterbliebenen,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,"Versorgung einschließlich Beihilfen für Versorgungsempfängerinnen und Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138",Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,Erstattungen an sonstige Bereiche,Erstattungen an Inland,2017
60,Allgemeine Finanzverwaltung,Ausgaben,,6067,Sonstige Versorgungsausgaben,43431,18,Zuführung an die Versorgungsrücklage,nein,89,3500,3,Versorgung der Berufssoldaten der früheren Wehrmacht und der berufsmäßigen Angehörigen des früheren Reichsarbeitsdienstes sowie ihrer Hinterbliebenen,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,"Versorgung einschließlich Beihilfen für Versorgungsempfängerinnen und Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138",Personalausgaben,Versorgungsbezüge und dgl.,Zuführung an die Versorgungsrücklage,2017
60,Allgemeine Finanzverwaltung,Ausgaben,,6067,Sonstige Versorgungsausgaben,43731,18,Versorgungsbezüge,nein,90,66000,3,Versorgung der Berufssoldaten der früheren Wehrmacht und der berufsmäßigen Angehörigen des früheren Reichsarbeitsdienstes sowie ihrer Hinterbliebenen,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,"Versorgung einschließlich Beihilfen für Versorgungsempfängerinnen und Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138",Personalausgaben,Versorgungsbezüge und dgl.,Versorgungsbezüge nach G 131,2017
60,Allgemeine Finanzverwaltung,Ausgaben,,6067,Sonstige Versorgungsausgaben,44331,18,Fürsorgeleistungen und Unterstützungen,nein,90,20,3,Versorgung der Berufssoldaten der früheren Wehrmacht und der berufsmäßigen Angehörigen des früheren Reichsarbeitsdienstes sowie ihrer Hinterbliebenen,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,"Versorgung einschließlich Beihilfen für Versorgungsempfängerinnen und Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138",Personalausgaben,"Beihilfen, Unterstützungen und dgl.",Fürsorgeleistungen und Unterstützungen,2017
60,Allgemeine Finanzverwaltung,Ausgaben,,6067,Sonstige Versorgungsausgaben,44631,18,Beihilfen aufgrund der Beihilfevorschriften,nein,90,37000,3,Versorgung der Berufssoldaten der früheren Wehrmacht und der berufsmäßigen Angehörigen des früheren Reichsarbeitsdienstes sowie ihrer Hinterbliebenen,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,"Versorgung einschließlich Beihilfen für Versorgungsempfängerinnen und Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138",Personalausgaben,"Beihilfen, Unterstützungen und dgl.",Beihilfen für Versorgungsempfänger und dgl.,2017
60,Allgemeine Finanzverwaltung,Ausgaben,,6067,Sonstige Versorgungsausgaben,63231,18,Beteiligung an den Versorgungslasten der Länder sowie Zuschüsse und Zulagen an die Länder,nein,90,4350,3,Versorgung der Berufssoldaten der früheren Wehrmacht und der berufsmäßigen Angehörigen des früheren Reichsarbeitsdienstes sowie ihrer Hinterbliebenen,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,"Versorgung einschließlich Beihilfen für Versorgungsempfängerinnen und Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138",Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,Sonstige (zweckgebundene) Zuweisungen an öffentlichen Bereich,Sonstige Zuweisungen an Länder,2017
60,Allgemeine Finanzverwaltung,Ausgaben,,6067,Sonstige Versorgungsausgaben,63331,18,Beteiligung an den Versorgungslasten der Gemeinden und Gemeindeverbände sowie Zuschüsse und Zulagen an die Gemeinden und Gemeindeverbände,nein,90,1200,3,Versorgung der Berufssoldaten der früheren Wehrmacht und der berufsmäßigen Angehörigen des früheren Reichsarbeitsdienstes sowie ihrer Hinterbliebenen,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,"Versorgung einschließlich Beihilfen für Versorgungsempfängerinnen und Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138",Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,Sonstige (zweckgebundene) Zuweisungen an öffentlichen Bereich,Sonstige Zuweisungen an Gemeinden und Gemeindeverbände,2017
60,Allgemeine Finanzverwaltung,Ausgaben,,6067,Sonstige Versorgungsausgaben,63631,18,Beteiligung an den Versorgungslasten der Sozialversicherungsträger und der Bundesagentur für Arbeit sowie Zuschüsse und Zulagen an die Sozialversicherungsträger und die Bundesagentur für Arbeit,nein,90,260,3,Versorgung der Berufssoldaten der früheren Wehrmacht und der berufsmäßigen Angehörigen des früheren Reichsarbeitsdienstes sowie ihrer Hinterbliebenen,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,"Versorgung einschließlich Beihilfen für Versorgungsempfängerinnen und Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138",Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,Sonstige (zweckgebundene) Zuweisungen an öffentlichen Bereich,Sonstige Zuweisungen an Sozialversicherungsträger sowie an die Bundesanstalt für Arbeit,2017
60,Allgemeine Finanzverwaltung,Ausgaben,,6067,Sonstige Versorgungsausgaben,63632,18,Nachversicherungen,nein,90,66000,3,Versorgung der Berufssoldaten der früheren Wehrmacht und der berufsmäßigen Angehörigen des früheren Reichsarbeitsdienstes sowie ihrer Hinterbliebenen,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,"Versorgung einschließlich Beihilfen für Versorgungsempfängerinnen und Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138",Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,Sonstige (zweckgebundene) Zuweisungen an öffentlichen Bereich,Sonstige Zuweisungen an Sozialversicherungsträger sowie an die Bundesanstalt für Arbeit,2017
60,Allgemeine Finanzverwaltung,Ausgaben,,6067,Sonstige Versorgungsausgaben,63731,18,Beteiligung an den Versorgungslasten der Zweckverbände sowie Zuschüsse und Zulagen an die Zweckverbände,nein,91,130,3,Versorgung der Berufssoldaten der früheren Wehrmacht und der berufsmäßigen Angehörigen des früheren Reichsarbeitsdienstes sowie ihrer Hinterbliebenen,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,"Versorgung einschließlich Beihilfen für Versorgungsempfängerinnen und Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138",Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,Sonstige (zweckgebundene) Zuweisungen an öffentlichen Bereich,Sonstige Zuweisungen an Zweckverbände,2017
60,Allgemeine Finanzverwaltung,Ausgaben,,6067,Sonstige Versorgungsausgaben,67131,18,Beteiligung an den Versorgungslasten der sonstigen Bereiche sowie Zuschüsse und Zulagen an sonstige Bereiche,nein,91,2800,3,Versorgung der Berufssoldaten der früheren Wehrmacht und der berufsmäßigen Angehörigen des früheren Reichsarbeitsdienstes sowie ihrer Hinterbliebenen,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,"Versorgung einschließlich Beihilfen für Versorgungsempfängerinnen und Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138",Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,Erstattungen an sonstige Bereiche,Erstattungen an Inland,2017
60,Allgemeine Finanzverwaltung,Ausgaben,,6067,Sonstige Versorgungsausgaben,43941,18,Sonstige Versorgungsleistungen an Angehörige der ehemaligen Nationalen Volksarmee,nein,91,8800,4,Leistungen nach dem Anspruchs- und Anwartschaftsüberführungsgesetz (AAÜG) vom 25. Juli 1991 (BGBl. I S. 1677) für die geschlossenen Sonderversorgungssysteme im Beitrittsgebiet,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,"Versorgung einschließlich Beihilfen für Versorgungsempfängerinnen und Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138",Personalausgaben,Versorgungsbezüge und dgl.,Sonstige,2017
60,Allgemeine Finanzverwaltung,Ausgaben,,6067,Sonstige Versorgungsausgaben,43942,18,"Sonstige Versorgungsleistungen an Angehörige der ehemaligen Deutschen Volkspolizei, der Feuerwehr und des Strafvollzugs",nein,91,4100,4,Leistungen nach dem Anspruchs- und Anwartschaftsüberführungsgesetz (AAÜG) vom 25. Juli 1991 (BGBl. I S. 1677) für die geschlossenen Sonderversorgungssysteme im Beitrittsgebiet,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,"Versorgung einschließlich Beihilfen für Versorgungsempfängerinnen und Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138",Personalausgaben,Versorgungsbezüge und dgl.,Sonstige,2017
60,Allgemeine Finanzverwaltung,Ausgaben,,6067,Sonstige Versorgungsausgaben,43943,18,Sonstige Versorgungsleistungen an Angehörige der ehemaligen Zollverwaltung der DDR,nein,91,200,4,Leistungen nach dem Anspruchs- und Anwartschaftsüberführungsgesetz (AAÜG) vom 25. Juli 1991 (BGBl. I S. 1677) für die geschlossenen Sonderversorgungssysteme im Beitrittsgebiet,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,"Versorgung einschließlich Beihilfen für Versorgungsempfängerinnen und Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138",Personalausgaben,Versorgungsbezüge und dgl.,Sonstige,2017
60,Allgemeine Finanzverwaltung,Ausgaben,,6067,Sonstige Versorgungsausgaben,43944,18,Sonstige Versorgungsleistungen an Angehörige des aufgelösten MfS/AfNS,nein,91,1600,4,Leistungen nach dem Anspruchs- und Anwartschaftsüberführungsgesetz (AAÜG) vom 25. Juli 1991 (BGBl. I S. 1677) für die geschlossenen Sonderversorgungssysteme im Beitrittsgebiet,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,"Versorgung einschließlich Beihilfen für Versorgungsempfängerinnen und Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138",Personalausgaben,Versorgungsbezüge und dgl.,Sonstige,2017
60,Allgemeine Finanzverwaltung,Ausgaben,,6067,Sonstige Versorgungsausgaben,63641,229,Erstattung von Verwaltungskosten an die Deutsche Rentenversicherung Bund,nein,91,4300,4,Leistungen nach dem Anspruchs- und Anwartschaftsüberführungsgesetz (AAÜG) vom 25. Juli 1991 (BGBl. I S. 1677) für die geschlossenen Sonderversorgungssysteme im Beitrittsgebiet,"Soziale Sicherung, Familie und Jugend, Arbeitsmarktpolitik",Sozialversicherung einschl. Arbeitslosenversicherung,Sonstige Sozialversicherungen,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,Sonstige (zweckgebundene) Zuweisungen an öffentlichen Bereich,Sonstige Zuweisungen an Sozialversicherungsträger sowie an die Bundesanstalt für Arbeit,2017
60,Allgemeine Finanzverwaltung,Ausgaben,,6067,Sonstige Versorgungsausgaben,63642,229,Erstattung an Sozialversicherungsträger für Rentenleistungen an Angehörige der ehemaligen Nationalen Volksarmee und ihre Hinterbliebenen,nein,91,726000,4,Leistungen nach dem Anspruchs- und Anwartschaftsüberführungsgesetz (AAÜG) vom 25. Juli 1991 (BGBl. I S. 1677) für die geschlossenen Sonderversorgungssysteme im Beitrittsgebiet,"Soziale Sicherung, Familie und Jugend, Arbeitsmarktpolitik",Sozialversicherung einschl. Arbeitslosenversicherung,Sonstige Sozialversicherungen,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,Sonstige (zweckgebundene) Zuweisungen an öffentlichen Bereich,Sonstige Zuweisungen an Sozialversicherungsträger sowie an die Bundesanstalt für Arbeit,2017
60,Allgemeine Finanzverwaltung,Ausgaben,,6067,Sonstige Versorgungsausgaben,63643,229,"Erstattung an Sozialversicherungsträger für Rentenleistungen an Angehörige der ehemaligen Deutschen Volkspolizei, der Feuerwehr und des Strafvollzugs und ihre Hinterbliebenen",nein,92,870000,4,Leistungen nach dem Anspruchs- und Anwartschaftsüberführungsgesetz (AAÜG) vom 25. Juli 1991 (BGBl. I S. 1677) für die geschlossenen Sonderversorgungssysteme im Beitrittsgebiet,"Soziale Sicherung, Familie und Jugend, Arbeitsmarktpolitik",Sozialversicherung einschl. Arbeitslosenversicherung,Sonstige Sozialversicherungen,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,Sonstige (zweckgebundene) Zuweisungen an öffentlichen Bereich,Sonstige Zuweisungen an Sozialversicherungsträger sowie an die Bundesanstalt für Arbeit,2017
60,Allgemeine Finanzverwaltung,Ausgaben,,6067,Sonstige Versorgungsausgaben,63644,229,Erstattung an Sozialversicherungsträger für Rentenleistungen an Angehörige der ehemaligen Zollverwaltung der DDR und ihre Hinterbliebenen,nein,92,69000,4,Leistungen nach dem Anspruchs- und Anwartschaftsüberführungsgesetz (AAÜG) vom 25. Juli 1991 (BGBl. I S. 1677) für die geschlossenen Sonderversorgungssysteme im Beitrittsgebiet,"Soziale Sicherung, Familie und Jugend, Arbeitsmarktpolitik",Sozialversicherung einschl. Arbeitslosenversicherung,Sonstige Sozialversicherungen,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,Sonstige (zweckgebundene) Zuweisungen an öffentlichen Bereich,Sonstige Zuweisungen an Sozialversicherungsträger sowie an die Bundesanstalt für Arbeit,2017
60,Allgemeine Finanzverwaltung,Ausgaben,,6067,Sonstige Versorgungsausgaben,63645,229,Erstattung an Sozialversicherungsträger für Rentenleistungen an Angehörige des aufgelösten MfS/AfNS und ihre Hinterbliebenen,nein,92,352000,4,Leistungen nach dem Anspruchs- und Anwartschaftsüberführungsgesetz (AAÜG) vom 25. Juli 1991 (BGBl. I S. 1677) für die geschlossenen Sonderversorgungssysteme im Beitrittsgebiet,"Soziale Sicherung, Familie und Jugend, Arbeitsmarktpolitik",Sozialversicherung einschl. Arbeitslosenversicherung,Sonstige Sozialversicherungen,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,Sonstige (zweckgebundene) Zuweisungen an öffentlichen Bereich,Sonstige Zuweisungen an Sozialversicherungsträger sowie an die Bundesanstalt für Arbeit,2017
